Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year,MVP_Score
93.0,Bojan BogdanoviÄ,34.0,NYK,SF,29.0,0.0,0.5079365079365079,3.8,8.8,0.43,1.6,4.4,0.37,2.2,4.4,0.488,0.521,1.2,1.6,0.8,0.3,1.7,0.14598540145985403,0.08256880733944955,0.09523809523809523,0.0,1.3,1.3,0.29971181556195964,,2024,0.2502933778776925
361.0,Shake Milton,27.0,DET,SG,4.0,0.0,0.417989417989418,2.8,6.5,0.423,0.8,2.3,0.333,2.0,4.3,0.471,0.481,0.5,0.8,0.667,1.8,2.8,0.3284671532846716,0.13761467889908258,0.23809523809523808,0.08333333333333333,0.8,0.8,0.19596541786743513,,2024,0.25007424515523946
301.0,Tosan Evbuomwan,22.0,2TM,SF,17.0,8.0,0.5714285714285715,2.1,4.2,0.507,0.7,1.9,0.375,1.4,2.3,0.615,0.592,1.0,1.5,0.68,1.1,2.5,0.25547445255474455,0.08256880733944955,0.19047619047619047,0.08333333333333333,0.5,1.4,0.17002881844380402,,2024,0.2477165754394606
368.0,Robert Covington,33.0,PHI,SF,26.0,3.0,0.425925925925926,1.5,3.4,0.449,0.7,1.8,0.354,0.9,1.6,0.561,0.545,0.8,0.9,0.875,1.1,2.3,0.24817518248175183,0.06422018348623852,0.6190476190476191,0.16666666666666666,0.4,1.9,0.12968299711815562,,2024,0.24767163430983344
466.0,Timmy Allen,24.0,MEM,SF,5.0,0.0,0.6613756613756614,1.2,4.6,0.261,0.0,1.4,0.0,1.2,3.2,0.375,0.261,0.2,0.4,0.5,0.8,2.6,0.24817518248175183,0.09174311926605504,0.38095238095238093,0.0,0.4,3.6,0.07492795389048991,,2024,0.2475828994942129
277.0,Amir Coffey,26.0,LAC,SF,70.0,13.0,0.5529100529100529,2.4,5.0,0.472,1.0,2.6,0.38,1.4,2.4,0.571,0.571,0.9,1.0,0.859,0.4,1.7,0.15328467153284672,0.10091743119266056,0.2857142857142857,0.05555555555555556,0.5,1.5,0.19020172910662822,,2024,0.24663213752736288
511.0,P.J. Tucker,38.0,PHI,PF,3.0,3.0,0.5820105820105821,0.7,1.7,0.4,0.7,1.7,0.4,0.0,0.0,,0.6,0.0,0.0,,0.3,4.3,0.34306569343065696,0.0,0.47619047619047616,0.19444444444444442,0.7,3.0,0.05763688760806916,,2024,0.245376150920809
314.0,Malachi Flynn,25.0,DET,PG,24.0,0.0,0.37830687830687837,3.0,6.9,0.43,1.0,3.2,0.316,2.0,3.7,0.528,0.503,1.1,1.6,0.684,0.3,1.5,0.13138686131386862,0.1926605504587156,0.38095238095238093,0.02777777777777778,1.1,0.9,0.23054755043227665,,2024,0.24444425706268713
291.0,Daniel Theis,31.0,LAC,C,59.0,3.0,0.45238095238095244,2.6,4.9,0.536,0.4,1.2,0.371,2.2,3.7,0.589,0.581,0.6,0.8,0.76,1.4,2.7,0.2992700729927007,0.09174311926605504,0.19047619047619047,0.25,0.7,2.1,0.18155619596541786,,2024,0.24422045695051914
291.0,Daniel Theis,31.0,2TM,C,60.0,3.0,0.4470899470899471,2.6,4.9,0.532,0.4,1.2,0.366,2.2,3.7,0.586,0.577,0.6,0.8,0.76,1.4,2.7,0.2992700729927007,0.09174311926605504,0.19047619047619047,0.25,0.7,2.1,0.18155619596541786,,2024,0.24316225589231805
364.0,Kevon Looney,27.0,GSW,C,74.0,36.0,0.425925925925926,1.9,3.1,0.597,0.0,0.0,0.0,1.9,3.1,0.599,0.597,0.8,1.1,0.675,1.9,3.7,0.416058394160584,0.1651376146788991,0.19047619047619047,0.11111111111111112,0.7,2.1,0.12968299711815562,,2024,0.24235681010563673
290.0,Bruno Fernando,25.0,ATL,C,45.0,2.0,0.40211640211640215,2.4,4.2,0.583,0.0,0.1,0.0,2.4,4.1,0.596,0.583,1.4,2.1,0.667,1.3,3.0,0.31386861313868614,0.09174311926605504,0.2857142857142857,0.16666666666666666,1.0,2.4,0.18155619596541786,,2024,0.2417144707766498
343.0,Goga Bitadze,24.0,ORL,C,62.0,33.0,0.40740740740740744,2.0,3.4,0.603,0.0,0.2,0.143,2.0,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,0.3357664233576642,0.11926605504587157,0.23809523809523808,0.3333333333333333,0.7,1.7,0.1440922190201729,,2024,0.24064482037526286
302.0,Justin Champagnie,22.0,WAS,SF,15.0,1.0,0.41534391534391535,2.1,5.2,0.41,0.9,3.0,0.289,1.3,2.2,0.576,0.494,0.8,1.0,0.8,1.3,2.3,0.25547445255474455,0.11926605504587157,0.3333333333333333,0.16666666666666666,0.7,0.9,0.17002881844380402,,2024,0.24045661233087356
242.0,Cameron Payne,29.0,2TM,PG,78.0,10.0,0.4417989417989418,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,0.10948905109489052,0.23853211009174313,0.23809523809523808,0.02777777777777778,0.8,1.6,0.2132564841498559,,2024,0.24040114468864565
321.0,Keon Ellis,24.0,SAC,SG,57.0,21.0,0.45502645502645506,1.9,4.1,0.461,1.2,2.9,0.417,0.6,1.1,0.578,0.612,0.5,0.6,0.743,0.6,1.6,0.16058394160583944,0.13761467889908258,0.42857142857142855,0.1388888888888889,0.6,2.0,0.15561959654178675,,2024,0.240003530172242
270.0,Cedi Osman,28.0,SAS,SF,72.0,3.0,0.4656084656084657,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,0.18248175182481752,0.15596330275229356,0.23809523809523808,0.05555555555555556,0.7,1.5,0.19596541786743513,,2024,0.23906364914916367
374.0,Maxi Kleber,32.0,DAL,C,43.0,7.0,0.5370370370370371,1.5,3.4,0.432,0.7,2.1,0.348,0.7,1.3,0.574,0.541,0.8,1.1,0.702,0.7,2.6,0.24087591240875914,0.14678899082568808,0.19047619047619047,0.19444444444444442,0.7,1.8,0.12680115273775217,,2024,0.238707387620629
307.0,Danilo Gallinari,35.0,DET,SF,6.0,0.0,0.39682539682539686,2.0,3.7,0.545,1.2,2.0,0.583,0.8,1.7,0.5,0.705,3.5,4.0,0.875,0.3,2.0,0.1678832116788321,0.18348623853211007,0.14285714285714285,0.08333333333333333,0.2,1.5,0.2507204610951008,,2024,0.23827503923238694
362.0,Delon Wright,31.0,2TM,PG,47.0,1.0,0.417989417989418,1.6,4.0,0.394,0.5,1.4,0.368,1.0,2.6,0.408,0.46,0.8,1.0,0.822,0.4,1.4,0.13138686131386862,0.2293577981651376,0.5238095238095238,0.05555555555555556,0.3,0.7,0.12968299711815562,,2024,0.23825736166981915
385.0,Jacob Gilyard,25.0,MEM,PG,37.0,14.0,0.46825396825396826,1.6,3.9,0.417,1.4,3.2,0.425,0.2,0.6,0.375,0.594,0.1,0.1,1.0,0.2,0.9,0.08759124087591241,0.3211009174311926,0.3333333333333333,0.02777777777777778,0.8,0.9,0.13544668587896252,,2024,0.2370831796767185
384.0,Thaddeus Young,35.0,TOR,PF,23.0,6.0,0.40211640211640215,2.3,3.8,0.621,0.0,0.3,0.167,2.3,3.5,0.654,0.626,0.2,0.5,0.417,1.3,2.0,0.24087591240875914,0.2018348623853211,0.38095238095238093,0.02777777777777778,0.5,1.7,0.1440922190201729,,2024,0.23674630028357999
329.0,Nicolas Batum,35.0,LAC,PF,3.0,0.0,0.4761904761904762,1.0,2.7,0.375,0.7,2.3,0.286,0.3,0.3,1.0,0.5,0.0,0.0,,0.0,2.3,0.1678832116788321,0.15596330275229356,0.47619047619047616,0.3611111111111111,0.3,1.7,0.07780979827089338,,2024,0.2367231049721799
227.0,Sam Merrill,27.0,CLE,SG,61.0,1.0,0.462962962962963,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.584,0.4,0.5,0.929,0.4,1.6,0.14598540145985403,0.1651376146788991,0.14285714285714285,0.02777777777777778,0.3,1.2,0.23054755043227665,,2024,0.23562729083930556
289.0,Jared Butler,23.0,WAS,SG,40.0,0.0,0.3756613756613757,2.5,5.0,0.488,0.6,2.0,0.308,1.9,3.1,0.602,0.547,0.8,0.9,0.861,0.2,1.2,0.10948905109489052,0.29357798165137616,0.3333333333333333,0.05555555555555556,1.3,1.5,0.18155619596541786,,2024,0.2352481097432225
282.0,David Roddy,22.0,2TM,PF,65.0,13.0,0.4788359788359789,2.5,6.3,0.403,0.7,2.5,0.293,1.8,3.8,0.478,0.462,0.7,1.0,0.691,0.8,2.4,0.23357664233576644,0.11009174311926605,0.19047619047619047,0.05555555555555556,0.9,1.1,0.18731988472622477,,2024,0.23470481006502614
375.0,Jontay Porter,24.0,TOR,PF,26.0,5.0,0.3650793650793651,1.5,4.0,0.385,0.8,2.3,0.333,0.8,1.7,0.455,0.481,0.6,0.7,0.833,1.0,2.2,0.23357664233576644,0.2110091743119266,0.38095238095238093,0.22222222222222224,0.8,1.3,0.12680115273775217,,2024,0.23329049817758946
247.0,Lamar Stevens,26.0,2TM,PF,38.0,3.0,0.3888888888888889,2.8,6.3,0.45,0.4,1.2,0.304,2.5,5.1,0.485,0.479,1.1,1.4,0.778,0.9,2.4,0.24087591240875914,0.06422018348623852,0.2857142857142857,0.16666666666666666,0.6,1.2,0.20749279538904897,,2024,0.23306943245295647
262.0,Bones Hyland,23.0,LAC,PG,37.0,5.0,0.3862433862433863,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.783,0.1,1.4,0.10948905109489052,0.2293577981651376,0.3333333333333333,0.02777777777777778,1.2,1.4,0.1988472622478386,,2024,0.23239446864664717
327.0,Darius Bazley,23.0,2TM,PF,9.0,0.0,0.4470899470899471,2.0,3.3,0.6,0.2,0.9,0.25,1.8,2.4,0.727,0.633,1.1,1.3,0.833,0.9,2.2,0.22627737226277375,0.07339449541284404,0.3333333333333333,0.22222222222222224,0.9,0.3,0.15273775216138327,,2024,0.23227142727026068
285.0,Isaiah Jackson,22.0,IND,C,59.0,3.0,0.34656084656084657,2.6,3.9,0.665,0.0,0.1,0.0,2.6,3.9,0.677,0.665,1.2,1.7,0.716,1.6,2.4,0.29197080291970806,0.07339449541284404,0.2857142857142857,0.2777777777777778,0.7,2.3,0.18731988472622477,,2024,0.23213924117654827
304.0,Ochai Agbaji,23.0,UTA,SG,51.0,10.0,0.5211640211640212,2.1,4.9,0.426,0.9,2.8,0.331,1.2,2.1,0.551,0.52,0.3,0.4,0.75,0.7,1.8,0.18248175182481752,0.08256880733944955,0.23809523809523808,0.16666666666666666,0.7,1.3,0.15561959654178675,,2024,0.2306001040399268
389.0,Ashton Hagans,24.0,POR,PG,19.0,1.0,0.43915343915343924,1.5,3.7,0.408,0.4,1.3,0.32,1.1,2.4,0.457,0.465,0.7,0.9,0.824,0.7,1.6,0.17518248175182483,0.2568807339449541,0.2857142857142857,0.1388888888888889,1.6,2.1,0.12103746397694524,,2024,0.23051915559300856
265.0,Aaron Wiggins,25.0,OKC,SG,78.0,4.0,0.41534391534391535,2.7,4.8,0.562,0.8,1.6,0.492,1.9,3.2,0.598,0.645,0.7,0.9,0.789,0.8,1.6,0.17518248175182483,0.10091743119266056,0.3333333333333333,0.05555555555555556,0.7,1.2,0.1988472622478386,,2024,0.23019142290831046
373.0,Joe Ingles,36.0,ORL,SF,68.0,0.0,0.45502645502645506,1.5,3.3,0.436,1.0,2.4,0.435,0.4,1.0,0.439,0.59,0.4,0.5,0.824,0.3,1.8,0.15328467153284672,0.27522935779816515,0.2857142857142857,0.02777777777777778,1.0,1.3,0.12680115273775217,,2024,0.22962311632347354
317.0,Gary Payton II,31.0,GSW,SG,44.0,0.0,0.41005291005291006,2.3,4.2,0.563,0.5,1.3,0.364,1.9,2.9,0.648,0.617,0.3,0.5,0.609,1.0,1.5,0.18978102189781024,0.10091743119266056,0.42857142857142855,0.11111111111111112,0.6,1.8,0.15850144092219018,,2024,0.22950355270961761
385.0,Jacob Gilyard,25.0,2TM,PG,41.0,14.0,0.44973544973544977,1.5,3.7,0.4,1.2,3.1,0.405,0.2,0.6,0.375,0.57,0.0,0.0,1.0,0.2,0.9,0.08029197080291972,0.3027522935779816,0.38095238095238093,0.02777777777777778,0.7,1.0,0.12103746397694524,,2024,0.22925096898028297
330.0,Luke Kornet,28.0,BOS,C,63.0,7.0,0.41269841269841273,2.3,3.2,0.7,0.0,0.0,1.0,2.2,3.2,0.698,0.702,0.8,0.9,0.907,1.9,2.3,0.2992700729927007,0.10091743119266056,0.19047619047619047,0.2777777777777778,0.3,1.2,0.15273775216138327,,2024,0.22896252936047884
346.0,Isaiah Livers,25.0,DET,PF,23.0,6.0,0.5396825396825397,1.7,5.0,0.345,1.0,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,0.15328467153284672,0.10091743119266056,0.2857142857142857,0.05555555555555556,0.7,1.9,0.1440922190201729,,2024,0.2278483063516009
387.0,Troy Brown Jr.,24.0,DET,SF,22.0,12.0,0.5026455026455027,1.5,4.9,0.296,0.7,2.6,0.281,0.7,2.3,0.314,0.37,0.6,0.7,0.867,0.5,2.8,0.24087591240875914,0.10091743119266056,0.3333333333333333,0.0,0.5,0.7,0.12103746397694524,,2024,0.22749454779457765
249.0,Kevin Knox,24.0,DET,SF,31.0,11.0,0.4788359788359789,2.8,6.0,0.462,1.0,3.0,0.33,1.8,3.0,0.598,0.546,0.6,0.7,0.909,0.6,1.8,0.17518248175182483,0.06422018348623852,0.19047619047619047,0.05555555555555556,0.7,1.6,0.20749279538904897,,2024,0.2261254707644692
234.0,Jordan Hawkins,21.0,NOP,SG,67.0,10.0,0.45767195767195773,2.6,6.8,0.382,1.6,4.4,0.366,1.0,2.4,0.411,0.501,1.0,1.2,0.838,0.4,1.8,0.16058394160583944,0.09174311926605504,0.14285714285714285,0.02777777777777778,0.6,1.1,0.22478386167146971,,2024,0.2237324054247933
362.0,Delon Wright,31.0,WAS,PG,33.0,0.0,0.3650793650793651,1.5,3.7,0.393,0.4,1.2,0.368,1.0,2.5,0.405,0.451,0.7,0.9,0.828,0.4,1.4,0.13138686131386862,0.2293577981651376,0.5238095238095238,0.05555555555555556,0.3,0.7,0.11815561959654176,,2024,0.2236407689552437
332.0,Mason Plumlee,33.0,LAC,C,46.0,11.0,0.3888888888888889,1.9,3.3,0.569,0.0,0.1,0.0,1.9,3.2,0.592,0.569,1.5,2.2,0.707,1.3,3.8,0.3722627737226277,0.11009174311926605,0.14285714285714285,0.11111111111111112,0.8,1.5,0.15273775216138327,,2024,0.22343043840181584
286.0,Marcus Morris,34.0,PHI,PF,37.0,7.0,0.45502645502645506,2.4,5.5,0.439,1.0,2.4,0.4,1.5,3.1,0.47,0.527,0.8,1.0,0.861,0.5,2.5,0.2116788321167883,0.06422018348623852,0.19047619047619047,0.08333333333333333,0.5,1.6,0.1930835734870317,,2024,0.22318367978049183
339.0,Drew Eubanks,26.0,PHO,C,75.0,6.0,0.41269841269841273,2.0,3.4,0.601,0.0,0.0,1.0,2.0,3.3,0.596,0.607,1.0,1.2,0.774,1.4,2.9,0.31386861313868614,0.07339449541284404,0.19047619047619047,0.22222222222222224,0.8,1.5,0.14697406340057634,,2024,0.22222880117134397
278.0,Aaron Holiday,27.0,HOU,PG,78.0,1.0,0.4312169312169313,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,0.11678832116788322,0.1651376146788991,0.23809523809523808,0.02777777777777778,0.7,1.6,0.19020172910662822,,2024,0.22030129450613617
314.0,Malachi Flynn,25.0,TOR,PG,31.0,0.0,0.4047619047619048,1.8,4.4,0.409,0.9,2.6,0.35,0.9,1.8,0.491,0.511,0.5,0.7,0.773,0.4,1.7,0.15328467153284672,0.2201834862385321,0.2857142857142857,0.05555555555555556,1.1,1.4,0.14697406340057634,,2024,0.21976273315749587
256.0,Jordan Nwora,25.0,2TM,SF,52.0,1.0,0.36243386243386244,2.7,5.8,0.462,0.8,2.5,0.336,1.8,3.2,0.56,0.535,0.8,1.0,0.83,0.5,2.3,0.2116788321167883,0.11009174311926605,0.23809523809523808,0.08333333333333333,1.0,0.9,0.20172910662824206,,2024,0.21933373656825583
342.0,Monte Morris,28.0,MIN,PG,27.0,0.0,0.3994708994708995,1.9,4.4,0.417,0.9,2.2,0.424,0.9,2.3,0.41,0.521,0.4,0.6,0.706,0.2,1.5,0.12408759124087591,0.2110091743119266,0.3333333333333333,0.08333333333333333,0.2,0.5,0.14697406340057634,,2024,0.21909961691730198
359.0,Josh Okogie,25.0,PHO,SG,60.0,11.0,0.4232804232804233,1.4,3.4,0.417,0.5,1.6,0.309,1.0,1.9,0.509,0.488,1.3,1.7,0.745,1.2,1.3,0.18978102189781024,0.10091743119266056,0.38095238095238093,0.11111111111111112,0.6,1.1,0.13256484149855904,,2024,0.21830934079494463
248.0,Johnny Juzang,22.0,UTA,SG,20.0,5.0,0.49206349206349215,2.6,5.5,0.464,1.6,3.9,0.416,1.0,1.7,0.576,0.609,0.5,0.7,0.714,0.4,1.5,0.13138686131386862,0.11009174311926605,0.09523809523809523,0.02777777777777778,0.7,1.5,0.20749279538904897,,2024,0.21816966587653416
187.0,Gordon Hayward,33.0,OKC,SF,26.0,3.0,0.45502645502645506,1.8,4.1,0.453,0.6,1.1,0.517,1.3,3.0,0.429,0.524,1.0,1.5,0.692,0.5,2.0,0.18248175182481752,0.14678899082568808,0.23809523809523808,0.0,0.6,0.8,0.15273775216138327,,2024,0.21766363946887482
236.0,RaiQuan Gray,24.0,SAS,PF,3.0,0.0,0.34391534391534395,3.3,5.7,0.588,1.0,2.3,0.429,2.3,3.3,0.7,0.676,0.0,0.0,,0.7,1.7,0.1678832116788321,0.18348623853211007,0.14285714285714285,0.08333333333333333,0.3,0.0,0.22190201729106626,,2024,0.21760657331896427
395.0,Patty Mills,35.0,MIA,PG,13.0,5.0,0.43386243386243384,2.1,6.2,0.338,0.8,4.1,0.208,1.2,2.1,0.593,0.406,0.8,0.8,1.0,0.3,0.8,0.08759124087591241,0.13761467889908258,0.38095238095238093,0.0,0.6,1.2,0.16714697406340057,,2024,0.21715005375616434
305.0,Noah Clowney,19.0,BRK,PF,23.0,4.0,0.425925925925926,2.2,4.0,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.602,0.9,1.3,0.7,1.1,2.4,0.25547445255474455,0.07339449541284404,0.14285714285714285,0.19444444444444442,0.7,1.1,0.16714697406340057,,2024,0.2170249048104502
264.0,Trendon Watford,23.0,BRK,PF,63.0,2.0,0.3597883597883598,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,0.22627737226277375,0.11926605504587157,0.19047619047619047,0.08333333333333333,1.0,1.7,0.1988472622478386,,2024,0.216600013554998
281.0,Jordan Goodwin,25.0,PHO,PG,40.0,0.0,0.3703703703703704,1.9,4.8,0.389,0.6,2.0,0.288,1.3,2.8,0.46,0.448,0.6,0.7,0.862,1.0,1.9,0.2116788321167883,0.18348623853211007,0.2857142857142857,0.05555555555555556,0.7,1.1,0.1440922190201729,,2024,0.2151303176776757
334.0,Aleksej Pokusevski,22.0,2TM,PF,28.0,0.0,0.3835978835978836,1.8,4.3,0.405,0.6,2.0,0.327,1.1,2.4,0.47,0.479,1.1,1.5,0.732,0.6,2.6,0.23357664233576644,0.11926605504587157,0.23809523809523808,0.1388888888888889,0.7,0.8,0.14985590778097982,,2024,0.21284951730413362
253.0,Landry Shamet,26.0,WAS,SG,46.0,5.0,0.417989417989418,2.6,6.0,0.431,1.2,3.4,0.338,1.4,2.5,0.556,0.527,0.8,1.0,0.826,0.3,1.0,0.09489051094890512,0.11009174311926605,0.23809523809523808,0.05555555555555556,0.7,1.7,0.20461095100864551,,2024,0.21254635614843678
242.0,Cameron Payne,29.0,MIL,PG,47.0,2.0,0.39417989417989424,2.1,4.7,0.455,1.1,2.8,0.397,1.0,1.9,0.538,0.572,0.8,0.9,0.841,0.1,1.2,0.09489051094890512,0.2110091743119266,0.23809523809523808,0.02777777777777778,0.7,1.6,0.1786743515850144,,2024,0.21245536737827134
288.0,Chris Boucher,31.0,TOR,PF,50.0,0.0,0.373015873015873,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,0.2992700729927007,0.04587155963302752,0.14285714285714285,0.1388888888888889,0.6,1.4,0.1844380403458213,,2024,0.21215789234823
469.0,Alex Fudge,20.0,DAL,SF,2.0,0.0,0.34391534391534395,2.5,4.5,0.556,0.5,1.5,0.333,2.0,3.0,0.667,0.611,0.0,0.0,,1.0,0.5,0.10948905109489052,0.0,0.7142857142857143,0.0,0.5,0.5,0.15850144092219018,,2024,0.21211050219864036
292.0,Jaylen Nowell,24.0,DET,SG,4.0,0.0,0.3835978835978836,3.0,5.8,0.522,0.5,1.5,0.333,2.5,4.3,0.588,0.565,1.0,1.5,0.667,0.8,1.8,0.18248175182481752,0.07339449541284404,0.14285714285714285,0.1388888888888889,0.5,0.5,0.21613832853025935,,2024,0.21197958752097548
383.0,Dru Smith,26.0,MIA,SG,9.0,0.0,0.3862433862433863,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1.0,0.7,0.9,0.11678832116788322,0.14678899082568808,0.47619047619047616,0.08333333333333333,0.6,1.3,0.12391930835734868,,2024,0.2119427462584993
318.0,Neemias Queta,24.0,BOS,C,28.0,0.0,0.3148148148148148,2.4,3.7,0.644,0.0,0.0,,2.4,3.7,0.644,0.644,0.7,1.0,0.714,1.9,2.5,0.3211678832116789,0.06422018348623852,0.23809523809523808,0.22222222222222224,0.5,1.8,0.15850144092219018,,2024,0.21116731221105206
286.0,Marcus Morris,34.0,2TM,PF,49.0,7.0,0.4417989417989418,2.4,5.4,0.439,1.0,2.4,0.403,1.4,3.0,0.469,0.53,0.7,0.9,0.818,0.5,2.3,0.19708029197080296,0.06422018348623852,0.14285714285714285,0.08333333333333333,0.6,1.5,0.1844380403458213,,2024,0.210560554751763
412.0,KJ Martin,23.0,LAC,SF,2.0,0.0,0.41005291005291006,2.0,5.0,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1.0,0.5,0.5,1.0,0.10948905109489052,0.04587155963302752,0.47619047619047616,0.1388888888888889,1.0,1.5,0.1440922190201729,,2024,0.2103104423403223
446.0,Ish Smith,35.0,CHO,PG,43.0,5.0,0.45502645502645506,1.5,3.7,0.418,0.1,0.2,0.5,1.4,3.5,0.413,0.43,0.1,0.1,0.75,0.3,1.5,0.13138686131386862,0.3119266055045871,0.19047619047619047,0.02777777777777778,1.1,1.1,0.09221902017291066,,2024,0.21021547602508606
274.0,DÄvis BertÄns,31.0,2TM,PF,43.0,1.0,0.41534391534391535,2.1,5.4,0.393,1.8,4.7,0.38,0.4,0.8,0.471,0.556,0.7,0.8,0.909,0.2,1.2,0.10218978102189781,0.07339449541284404,0.2857142857142857,0.08333333333333333,0.4,1.3,0.1930835734870317,,2024,0.2097237704925507
451.0,Gabe Vincent,27.0,LAL,PG,11.0,0.0,0.5238095238095238,1.4,4.5,0.306,0.3,2.5,0.107,1.1,1.9,0.571,0.337,0.1,0.2,0.5,0.4,0.5,0.05839416058394161,0.17431192660550457,0.38095238095238093,0.0,0.5,1.7,0.0893371757925072,,2024,0.20903106746293731
307.0,Danilo Gallinari,35.0,WAS,PF,26.0,0.0,0.39153439153439157,2.2,5.0,0.435,0.8,2.5,0.313,1.4,2.6,0.552,0.511,1.8,2.2,0.839,0.5,2.5,0.2116788321167883,0.11009174311926605,0.09523809523809523,0.02777777777777778,0.5,1.0,0.20172910662824206,,2024,0.20809035032486958
431.0,Wenyen Gabriel,26.0,MEM,PF,5.0,0.0,0.4285714285714286,1.6,4.4,0.364,0.2,1.2,0.167,1.4,3.2,0.438,0.386,0.0,1.0,0.0,1.4,3.6,0.36496350364963503,0.055045871559633024,0.19047619047619047,0.11111111111111112,1.6,2.0,0.09798270893371756,,2024,0.20761281472565166
292.0,Jaylen Nowell,24.0,2TM,SG,13.0,1.0,0.43650793650793657,2.6,6.0,0.436,0.5,2.2,0.207,2.2,3.8,0.571,0.474,0.5,0.7,0.778,0.5,1.4,0.13138686131386862,0.13761467889908258,0.14285714285714285,0.05555555555555556,0.5,1.2,0.1786743515850144,,2024,0.20725133345177707
284.0,Jeff Green,37.0,HOU,PF,78.0,6.0,0.4444444444444445,2.1,4.7,0.456,0.7,2.1,0.331,1.5,2.6,0.553,0.529,1.6,1.9,0.819,0.6,1.7,0.1678832116788321,0.08256880733944955,0.09523809523809523,0.11111111111111112,0.6,1.3,0.18731988472622477,,2024,0.2070980164751749
356.0,Kenrich Williams,29.0,OKC,PF,69.0,1.0,0.39417989417989424,1.9,4.1,0.468,0.8,2.0,0.397,1.1,2.0,0.54,0.568,0.1,0.2,0.5,0.9,2.1,0.21897810218978103,0.11926605504587157,0.2857142857142857,0.02777777777777778,0.5,1.5,0.13544668587896252,,2024,0.20693925993928108
342.0,Monte Morris,28.0,2TM,PG,33.0,0.0,0.380952380952381,1.9,4.6,0.405,0.8,2.1,0.386,1.1,2.5,0.422,0.493,0.4,0.6,0.684,0.2,1.5,0.12408759124087591,0.1926605504587156,0.2857142857142857,0.08333333333333333,0.2,0.4,0.1440922190201729,,2024,0.2068730693405707
384.0,Thaddeus Young,35.0,2TM,PF,33.0,6.0,0.3518518518518519,2.0,3.3,0.602,0.0,0.2,0.143,1.9,3.1,0.634,0.606,0.2,0.5,0.4,1.4,1.7,0.22627737226277375,0.15596330275229356,0.3333333333333333,0.05555555555555556,0.5,1.5,0.12103746397694524,,2024,0.2061806951256724
292.0,Jaylen Nowell,24.0,MEM,SG,9.0,1.0,0.45767195767195773,2.4,6.1,0.4,0.4,2.6,0.174,2.0,3.6,0.563,0.436,0.3,0.3,1.0,0.3,1.2,0.11678832116788322,0.1651376146788991,0.14285714285714285,0.0,0.6,1.4,0.1642651296829971,,2024,0.20560179158617217
341.0,Richaun Holmes,30.0,2TM,C,40.0,10.0,0.3677248677248678,2.1,3.7,0.558,0.0,0.1,0.333,2.0,3.6,0.563,0.561,0.9,1.2,0.723,1.8,2.8,0.3357664233576642,0.055045871559633024,0.14285714285714285,0.1388888888888889,0.6,1.9,0.1440922190201729,,2024,0.2038292531697874
358.0,Anthony Black,20.0,ORL,PG,69.0,33.0,0.4470899470899471,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,0.14598540145985403,0.11926605504587157,0.23809523809523808,0.08333333333333333,0.8,1.6,0.13256484149855904,,2024,0.2035795928945344
394.0,Jae'Sean Tate,28.0,HOU,SF,65.0,9.0,0.4206349206349207,1.7,3.5,0.472,0.4,1.2,0.299,1.3,2.3,0.559,0.522,0.4,0.6,0.667,0.9,2.1,0.21897810218978103,0.09174311926605504,0.2857142857142857,0.05555555555555556,0.6,2.1,0.11815561959654176,,2024,0.20343884055335554
370.0,Mo Bamba,25.0,PHI,C,57.0,17.0,0.34391534391534395,1.7,3.5,0.49,0.4,1.1,0.391,1.3,2.4,0.537,0.553,0.6,0.9,0.68,1.4,2.8,0.30656934306569344,0.06422018348623852,0.19047619047619047,0.3055555555555556,0.7,1.8,0.12680115273775217,,2024,0.2031072980494687
