Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year,MVP_Score
2.0,Luka DonÄiÄ,24.0,DAL,PG,70.0,70.0,0.9920634920634921,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13.0,0.573,0.573,6.8,8.7,0.786,0.8,8.4,0.6715328467153284,0.8990825688073395,0.6666666666666666,0.1388888888888889,4.0,2.1,0.9769452449567723,"MVP-3,CPOY-6,AS,NBA1",2024,0.8495469575870799
1.0,Joel Embiid,29.0,PHI,C,39.0,39.0,0.888888888888889,11.5,21.8,0.529,1.4,3.6,0.388,10.2,18.3,0.556,0.561,10.2,11.6,0.883,2.4,8.6,0.8029197080291971,0.5137614678899082,0.5714285714285714,0.4722222222222222,3.8,2.9,1.0,AS,2024,0.8060339224196119
12.0,Nikola JokiÄ,28.0,DEN,C,79.0,79.0,0.9153439153439155,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,0.905109489051095,0.8256880733944953,0.6666666666666666,0.25,3.0,2.5,0.7608069164265129,"MVP-1,CPOY-4,AS,NBA1",2024,0.7881375048515677
3.0,Giannis Antetokounmpo,29.0,MIL,PF,73.0,73.0,0.9312169312169314,11.5,18.8,0.611,0.5,1.7,0.274,11.0,17.1,0.645,0.624,7.0,10.7,0.657,2.7,8.8,0.8394160583941607,0.5963302752293578,0.5714285714285714,0.3055555555555556,3.4,2.9,0.8760806916426512,"MVP-4,DPOY-9,CPOY-12,AS,NBA1",2024,0.780654213282477
4.0,Shai Gilgeous-Alexander,25.0,OKC,PG,75.0,75.0,0.8994708994708995,10.6,19.8,0.535,1.3,3.6,0.353,9.3,16.2,0.576,0.567,7.6,8.7,0.874,0.9,4.7,0.40145985401459855,0.5688073394495413,0.9523809523809523,0.25,2.2,2.5,0.8674351585014409,"MVP-2,DPOY-7,CPOY-3,AS,NBA1",2024,0.7367746596274004
19.0,Anthony Davis,30.0,LAL,C,76.0,76.0,0.9391534391534392,9.4,16.9,0.556,0.4,1.4,0.271,9.0,15.5,0.582,0.567,5.5,6.8,0.816,3.1,9.5,0.9197080291970803,0.3211009174311926,0.5714285714285714,0.6388888888888888,2.1,2.3,0.7118155619596541,"DPOY-4,AS,NBA2",2024,0.7121747780981093
15.0,LeBron James,39.0,LAL,PF,71.0,71.0,0.9338624338624338,9.6,17.9,0.54,2.1,5.1,0.41,7.5,12.8,0.592,0.599,4.3,5.7,0.75,0.9,6.4,0.5328467153284672,0.7614678899082569,0.6190476190476191,0.1388888888888889,3.5,1.1,0.7406340057636887,"CPOY-10,AS,NBA3",2024,0.7089907859244927
58.0,Domantas Sabonis,27.0,SAC,C,82.0,82.0,0.9444444444444446,7.7,13.0,0.594,0.4,1.1,0.379,7.3,12.0,0.613,0.609,3.6,5.1,0.704,3.6,10.1,1.0,0.7522935779816513,0.42857142857142855,0.16666666666666666,3.3,3.0,0.5590778097982708,"MVP-8,DPOY-10,NBA3",2024,0.6986006352060075
16.0,Trae Young,25.0,ATL,PG,54.0,54.0,0.9523809523809524,8.0,18.7,0.43,3.2,8.7,0.373,4.8,10.0,0.479,0.516,6.4,7.5,0.855,0.4,2.3,0.20437956204379562,0.9908256880733946,0.6190476190476191,0.05555555555555556,4.4,2.0,0.7406340057636887,AS,2024,0.6936614196935996
10.0,Donovan Mitchell,27.0,CLE,SG,55.0,55.0,0.9338624338624338,9.1,19.8,0.462,3.3,9.0,0.368,5.8,10.8,0.539,0.545,5.0,5.8,0.865,0.8,4.3,0.3722627737226277,0.5596330275229358,0.8571428571428571,0.1388888888888889,2.8,2.1,0.7665706051873199,AS,2024,0.6875152989336134
9.0,De'Aaron Fox,26.0,SAC,PG,74.0,74.0,0.9497354497354498,9.7,20.9,0.465,2.9,7.8,0.369,6.8,13.1,0.522,0.534,4.2,5.7,0.738,0.9,3.7,0.3357664233576642,0.5137614678899082,0.9523809523809523,0.11111111111111112,2.6,2.6,0.7665706051873199,CPOY-12,2024,0.6864696362434385
8.0,Jayson Tatum,25.0,BOS,PF,74.0,74.0,0.9444444444444446,9.1,19.3,0.471,3.1,8.2,0.376,6.0,11.0,0.542,0.552,5.6,6.7,0.833,0.9,7.2,0.5912408759124088,0.44954128440366975,0.47619047619047616,0.16666666666666666,2.5,2.0,0.7752161383285302,"MVP-6,CPOY-9,AS,NBA1",2024,0.6722842423036672
7.0,Kevin Durant,35.0,PHO,PF,75.0,75.0,0.9841269841269843,10.0,19.1,0.523,2.2,5.4,0.413,7.8,13.7,0.567,0.581,4.8,5.6,0.856,0.5,6.1,0.48175182481751827,0.4587155963302752,0.42857142857142855,0.3333333333333333,3.3,1.8,0.7809798270893371,"MVP-9,AS,NBA2",2024,0.6707622590026434
23.0,LaMelo Ball,22.0,CHO,PG,22.0,22.0,0.8544973544973545,8.3,19.2,0.433,3.2,9.0,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,0.3722627737226277,0.7339449541284403,0.8571428571428571,0.05555555555555556,3.8,3.6,0.6887608069164264,,2024,0.6663889759899438
18.0,Ja Morant,24.0,MEM,PG,9.0,9.0,0.9338624338624338,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,0.40875912408759124,0.7431192660550459,0.38095238095238093,0.16666666666666666,3.0,2.1,0.723342939481268,,2024,0.6591528455408975
6.0,Devin Booker,27.0,PHO,PG,68.0,68.0,0.9523809523809524,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,0.3284671532846716,0.6330275229357798,0.42857142857142855,0.11111111111111112,2.6,3.0,0.7809798270893371,"AS,NBA3",2024,0.6564560298032245
5.0,Jalen Brunson,27.0,NYK,PG,77.0,77.0,0.9365079365079365,10.3,21.4,0.479,2.7,6.8,0.401,7.5,14.6,0.516,0.543,5.5,6.5,0.847,0.6,3.1,0.26277372262773724,0.6146788990825688,0.42857142857142855,0.05555555555555556,2.4,1.9,0.8270893371757925,"MVP-5,CPOY-5,AS,NBA2",2024,0.6540356692045812
39.0,Victor Wembanyama,20.0,SAS,C,71.0,71.0,0.7857142857142858,7.8,16.7,0.465,1.8,5.5,0.325,6.0,11.2,0.534,0.519,4.1,5.2,0.796,2.3,8.4,0.7737226277372263,0.35779816513761464,0.5714285714285714,1.0,3.7,2.2,0.61671469740634,"ROY-1,DPOY-2",2024,0.6498639773091595
13.0,Anthony Edwards,22.0,MIN,SG,79.0,78.0,0.9285714285714287,9.1,19.7,0.461,2.4,6.7,0.357,6.7,13.0,0.515,0.522,5.4,6.4,0.836,0.7,4.8,0.3941605839416059,0.4678899082568807,0.6190476190476191,0.1388888888888889,3.1,1.8,0.7463976945244956,"MVP-7,CPOY-8,AS,NBA2",2024,0.6451102589768385
51.0,Scottie Barnes,22.0,TOR,SG,60.0,60.0,0.9232804232804233,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,0.5985401459854014,0.5596330275229358,0.6190476190476191,0.41666666666666663,2.8,2.0,0.5734870317002881,AS,2024,0.6418406170155314
14.0,Tyrese Maxey,23.0,PHI,PG,70.0,70.0,0.9920634920634921,9.1,20.3,0.45,3.0,8.1,0.373,6.1,12.1,0.501,0.524,4.7,5.4,0.868,0.5,3.2,0.27007299270072993,0.5688073394495413,0.47619047619047616,0.1388888888888889,1.7,2.2,0.7463976945244956,"MIP-1,AS",2024,0.6400474333823045
17.0,Kyrie Irving,31.0,DAL,SG,58.0,58.0,0.925925925925926,9.7,19.5,0.497,3.0,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,0.36496350364963503,0.47706422018348627,0.6190476190476191,0.1388888888888889,1.8,1.9,0.7377521613832853,CPOY-7,2024,0.6385518065935096
34.0,Dejounte Murray,27.0,ATL,SG,78.0,78.0,0.9444444444444446,8.6,18.8,0.459,2.6,7.1,0.363,6.0,11.7,0.518,0.528,2.7,3.4,0.794,0.8,4.5,0.38686131386861317,0.5871559633027523,0.6666666666666666,0.08333333333333333,2.6,1.8,0.648414985590778,,2024,0.6327700587546994
48.0,Tyrese Haliburton,23.0,IND,PG,69.0,68.0,0.851851851851852,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,0.2846715328467153,1.0,0.5714285714285714,0.19444444444444442,2.3,1.1,0.579250720461095,"AS,NBA3",2024,0.6326739318238404
22.0,Julius Randle,29.0,NYK,PF,46.0,46.0,0.9365079365079365,8.6,18.2,0.472,1.7,5.3,0.311,6.9,12.9,0.539,0.518,5.1,6.6,0.781,2.2,7.0,0.6715328467153284,0.4587155963302752,0.23809523809523808,0.08333333333333333,3.5,2.7,0.6916426512968299,AS,2024,0.6268899721885087
20.0,Damian Lillard,33.0,MIL,PG,73.0,73.0,0.9338624338624338,7.4,17.5,0.424,3.0,8.5,0.354,4.4,9.0,0.49,0.51,6.5,7.0,0.92,0.5,3.9,0.3211678832116789,0.6422018348623852,0.47619047619047616,0.05555555555555556,2.6,1.8,0.7002881844380403,"CPOY-11,AS",2024,0.6267756344337359
25.0,Kawhi Leonard,32.0,LAC,SF,68.0,68.0,0.9074074074074074,9.0,17.1,0.525,2.1,4.9,0.417,6.9,12.1,0.569,0.585,3.7,4.2,0.885,1.2,4.9,0.44525547445255476,0.3302752293577982,0.7619047619047619,0.25,1.8,1.4,0.6829971181556195,"AS,NBA2",2024,0.6255505545979774
21.0,DeMar DeRozan,34.0,CHI,SF,79.0,79.0,1.0,8.2,17.2,0.48,0.9,2.8,0.333,7.3,14.3,0.509,0.507,6.6,7.7,0.853,0.5,3.8,0.31386861313868614,0.4862385321100917,0.5238095238095238,0.16666666666666666,1.7,2.0,0.6916426512968299,CPOY-2,2024,0.6228052854554929
41.0,Alperen ÅengÃ¼n,21.0,HOU,C,63.0,63.0,0.8597883597883599,8.4,15.6,0.537,0.5,1.8,0.297,7.8,13.8,0.567,0.553,3.9,5.6,0.693,2.9,6.4,0.6788321167883212,0.4587155963302752,0.5714285714285714,0.19444444444444442,2.6,3.3,0.6080691642651297,,2024,0.6222791157833362
30.0,Paolo Banchero,21.0,ORL,PF,80.0,80.0,0.925925925925926,8.0,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7.0,0.725,1.0,5.9,0.5036496350364964,0.4954128440366973,0.42857142857142855,0.16666666666666666,3.1,1.9,0.6512968299711815,AS,2024,0.6141889237265539
52.0,Terry Rozier,29.0,CHO,SG,30.0,30.0,0.9391534391534392,8.4,18.3,0.459,2.8,7.7,0.358,5.6,10.6,0.533,0.535,3.6,4.3,0.845,0.6,3.3,0.2846715328467153,0.6055045871559632,0.5238095238095238,0.11111111111111112,2.2,1.7,0.6685878962536023,,2024,0.6132993774563584
59.0,Bam Adebayo,26.0,MIA,C,71.0,71.0,0.8994708994708995,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,0.759124087591241,0.35779816513761464,0.5238095238095238,0.25,2.3,2.2,0.5561959654178674,"DPOY-3,AS",2024,0.6069820580807143
29.0,Cade Cunningham,22.0,DET,PG,62.0,62.0,0.8862433862433863,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,0.31386861313868614,0.6880733944954128,0.42857142857142855,0.11111111111111112,3.4,2.5,0.6541786743515849,,2024,0.6049152128295451
69.0,Fred VanVleet,29.0,HOU,PG,73.0,73.0,0.9735449735449735,5.8,13.9,0.416,3.1,8.0,0.387,2.7,5.9,0.454,0.527,2.7,3.1,0.86,0.5,3.4,0.2773722627737226,0.7431192660550459,0.6666666666666666,0.22222222222222224,1.7,2.5,0.5014409221902016,,2024,0.6010648245776583
24.0,Desmond Bane,25.0,MEM,SG,42.0,42.0,0.9100529100529101,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,0.3211678832116789,0.5045871559633027,0.47619047619047616,0.1388888888888889,2.7,2.9,0.6829971181556195,,2024,0.5994863213047881
11.0,Stephen Curry,35.0,GSW,PG,74.0,74.0,0.8650793650793652,8.8,19.5,0.45,4.8,11.8,0.408,4.0,7.7,0.515,0.573,4.0,4.4,0.923,0.5,4.0,0.3284671532846716,0.4678899082568807,0.3333333333333333,0.11111111111111112,2.8,1.6,0.7608069164265129,"CPOY-1,AS,NBA3",2024,0.5976407418852742
28.0,Zion Williamson,23.0,NOP,PF,70.0,70.0,0.8333333333333334,8.9,15.6,0.57,0.1,0.3,0.333,8.8,15.4,0.574,0.573,5.0,7.1,0.702,1.7,4.1,0.4233576642335766,0.4587155963302752,0.5238095238095238,0.19444444444444442,2.8,2.3,0.6599423631123918,,2024,0.5920606574437561
31.0,Paul George,33.0,LAC,PF,74.0,74.0,0.8941798941798942,7.9,16.7,0.471,3.3,7.9,0.413,4.6,8.8,0.523,0.569,3.6,3.9,0.907,0.5,4.7,0.3795620437956205,0.3211009174311926,0.7142857142857143,0.1388888888888889,2.1,2.7,0.6512968299711815,AS,2024,0.5902623293829301
38.0,Pascal Siakam,29.0,TOR,PF,39.0,39.0,0.9179894179894181,8.3,16.0,0.522,1.2,3.7,0.317,7.2,12.3,0.584,0.559,4.3,5.7,0.758,1.4,4.9,0.45985401459854014,0.44954128440366975,0.38095238095238093,0.08333333333333333,2.1,2.2,0.6397694524495676,,2024,0.5861883915674685
78.0,James Harden,34.0,LAC,PG,72.0,72.0,0.9074074074074074,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,0.3722627737226277,0.7798165137614679,0.5238095238095238,0.22222222222222224,2.6,1.8,0.4783861671469741,,2024,0.5852205965976003
42.0,Miles Bridges,25.0,CHO,SF,69.0,67.0,0.9894179894179894,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11.0,0.529,0.527,2.5,3.1,0.825,1.0,6.3,0.5328467153284672,0.3027522935779816,0.42857142857142855,0.1388888888888889,2.0,1.7,0.6051873198847262,,2024,0.5848405984808066
27.0,Jaylen Brown,27.0,BOS,SF,70.0,70.0,0.8862433862433863,9.0,17.9,0.499,2.1,5.9,0.354,6.9,12.1,0.57,0.557,3.0,4.3,0.703,1.2,4.3,0.40145985401459855,0.3302752293577982,0.5714285714285714,0.1388888888888889,2.4,2.6,0.6628242074927954,AS,2024,0.5830847139643167
44.0,Jimmy Butler,34.0,MIA,PF,60.0,60.0,0.8994708994708995,6.6,13.2,0.499,1.0,2.4,0.414,5.6,10.8,0.519,0.537,6.6,7.7,0.858,1.8,3.6,0.38686131386861317,0.4587155963302752,0.6190476190476191,0.08333333333333333,1.7,1.1,0.5994236311239193,,2024,0.5826004158888134
26.0,Lauri Markkanen,26.0,UTA,PF,55.0,55.0,0.8756613756613758,7.8,16.2,0.48,3.2,8.0,0.399,4.6,8.2,0.559,0.578,4.5,5.0,0.899,2.2,5.9,0.5985401459854014,0.18348623853211007,0.42857142857142855,0.1388888888888889,1.4,1.8,0.6685878962536023,,2024,0.5762435838002499
38.0,Pascal Siakam,29.0,2TM,PF,80.0,80.0,0.8783068783068785,8.5,15.9,0.536,1.1,3.1,0.346,7.5,12.8,0.581,0.569,3.6,5.0,0.732,1.7,5.3,0.5182481751824818,0.39449541284403666,0.38095238095238093,0.08333333333333333,1.8,2.4,0.6253602305475504,,2024,0.5737108993189008
40.0,Jamal Murray,26.0,DEN,PG,59.0,59.0,0.8333333333333334,8.0,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.853,0.7,3.4,0.2992700729927007,0.5963302752293578,0.47619047619047616,0.19444444444444442,2.1,1.8,0.6109510086455331,,2024,0.5721808417671819
33.0,Jaren Jackson Jr.,24.0,MEM,C,66.0,66.0,0.851851851851852,7.8,17.6,0.444,1.8,5.5,0.32,6.0,12.1,0.501,0.494,5.1,6.3,0.808,1.3,4.2,0.40145985401459855,0.2110091743119266,0.5714285714285714,0.4444444444444445,2.4,3.6,0.648414985590778,,2024,0.5685510489412008
37.0,Karl-Anthony Towns,28.0,MIN,PF,62.0,62.0,0.8650793650793652,7.7,15.3,0.504,2.2,5.3,0.416,5.5,10.1,0.55,0.575,4.1,4.7,0.873,1.5,6.8,0.6058394160583942,0.27522935779816515,0.3333333333333333,0.19444444444444442,2.9,3.3,0.6282420749279538,AS,2024,0.5681164708746963
66.0,Nikola VuÄeviÄ,33.0,CHI,C,76.0,74.0,0.9074074074074074,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,0.7664233576642336,0.3027522935779816,0.3333333333333333,0.22222222222222224,1.6,2.5,0.5187319884726225,,2024,0.567858469577676
46.0,Brandon Ingram,26.0,NOP,SF,64.0,64.0,0.8703703703703703,7.8,15.9,0.492,1.3,3.8,0.355,6.5,12.1,0.534,0.534,3.8,4.8,0.801,0.7,4.4,0.3722627737226277,0.5229357798165137,0.38095238095238093,0.16666666666666666,2.5,2.3,0.5994236311239193,,2024,0.5645806994268884
38.0,Pascal Siakam,29.0,IND,PF,41.0,41.0,0.8412698412698414,8.7,15.8,0.549,1.0,2.5,0.386,7.7,13.3,0.58,0.579,3.0,4.2,0.699,2.1,5.7,0.5693430656934306,0.3394495412844037,0.38095238095238093,0.11111111111111112,1.4,2.6,0.6138328530259366,,2024,0.5630651515105148
36.0,Kyle Kuzma,28.0,WAS,PF,70.0,70.0,0.8624338624338626,8.7,18.8,0.463,2.2,6.4,0.336,6.5,12.3,0.53,0.521,2.7,3.4,0.775,0.9,5.7,0.48175182481751827,0.3853211009174312,0.23809523809523808,0.19444444444444442,2.7,2.2,0.6397694524495676,,2024,0.5599987657361097
47.0,RJ Barrett,23.0,TOR,SG,32.0,32.0,0.8862433862433863,8.5,15.4,0.553,1.5,3.8,0.392,7.0,11.6,0.605,0.601,3.3,5.2,0.629,1.1,5.3,0.4671532846715329,0.37614678899082565,0.2857142857142857,0.11111111111111112,2.5,2.6,0.6282420749279538,,2024,0.557755398649799
74.0,Immanuel Quickley,24.0,TOR,PG,38.0,38.0,0.8809523809523809,6.2,14.7,0.422,2.8,7.1,0.395,3.4,7.6,0.448,0.518,3.3,4.0,0.841,0.3,4.5,0.35036496350364965,0.6238532110091742,0.42857142857142855,0.05555555555555556,1.8,2.0,0.5360230547550432,,2024,0.5555661921665855
82.0,Jalen Johnson,22.0,ATL,SF,56.0,52.0,0.8915343915343916,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9.0,0.574,0.562,1.9,2.6,0.728,1.3,7.4,0.635036496350365,0.3302752293577982,0.5714285714285714,0.22222222222222224,1.8,2.4,0.4610951008645533,,2024,0.5527408907196646
32.0,Anfernee Simons,24.0,POR,SG,46.0,46.0,0.9100529100529101,7.8,18.2,0.43,3.4,8.8,0.385,4.4,9.4,0.472,0.523,3.5,3.9,0.916,0.5,3.2,0.26277372262773724,0.5045871559633027,0.23809523809523808,0.02777777777777778,2.7,2.1,0.6512968299711815,,2024,0.5502670169875643
52.0,Terry Rozier,29.0,2TM,SG,61.0,60.0,0.8835978835978836,7.2,16.4,0.443,2.4,6.7,0.363,4.8,9.6,0.498,0.518,2.8,3.2,0.869,0.6,3.5,0.29197080291970806,0.5137614678899082,0.47619047619047616,0.08333333333333333,1.7,1.7,0.5706051873198847,,2024,0.5490769471886932
106.0,Rudy Gobert,31.0,MIN,C,76.0,76.0,0.9021164021164022,5.3,8.1,0.661,0.0,0.0,0.0,5.3,8.0,0.664,0.661,3.3,5.1,0.638,3.8,9.2,0.9416058394160585,0.11926605504587157,0.3333333333333333,0.5833333333333334,1.6,3.1,0.4034582132564841,DPOY-1,2024,0.5432644392323394
76.0,Deandre Ayton,25.0,POR,C,55.0,55.0,0.8571428571428572,7.8,13.6,0.57,0.0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,0.8102189781021898,0.14678899082568808,0.47619047619047616,0.22222222222222224,1.8,2.0,0.48126801152737747,,2024,0.5421537295324939
45.0,Tyler Herro,24.0,MIA,SG,42.0,40.0,0.8862433862433863,7.7,17.5,0.441,3.1,7.9,0.396,4.6,9.6,0.478,0.531,2.3,2.6,0.856,0.5,4.8,0.38686131386861317,0.4128440366972477,0.3333333333333333,0.02777777777777778,2.2,1.5,0.5994236311239193,,2024,0.5417249729491503
60.0,Coby White,23.0,CHI,PG,79.0,78.0,0.9656084656084657,6.8,15.3,0.447,2.6,7.0,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4.0,0.3284671532846716,0.4678899082568807,0.3333333333333333,0.05555555555555556,2.1,2.4,0.5504322766570605,,2024,0.5413376602940082
64.0,Darius Garland,24.0,CLE,PG,57.0,57.0,0.8835978835978836,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,0.19708029197080296,0.5963302752293578,0.6190476190476191,0.02777777777777778,3.1,1.7,0.5187319884726225,,2024,0.5405810085586694
53.0,Franz Wagner,22.0,ORL,SF,72.0,72.0,0.8597883597883599,7.3,15.2,0.482,1.3,4.6,0.281,6.0,10.6,0.57,0.525,3.8,4.4,0.85,1.0,4.3,0.38686131386861317,0.3394495412844037,0.5238095238095238,0.11111111111111112,1.9,2.3,0.5677233429394812,,2024,0.5375439781959509
50.0,CJ McCollum,32.0,NOP,PG,66.0,66.0,0.8650793650793652,7.3,16.0,0.459,3.6,8.4,0.429,3.7,7.5,0.492,0.572,1.7,2.1,0.827,0.6,3.7,0.31386861313868614,0.4220183486238532,0.42857142857142855,0.16666666666666666,1.7,1.9,0.5763688760806917,,2024,0.5363185000989722
79.0,Jarrett Allen,25.0,CLE,C,77.0,77.0,0.8386243386243387,6.7,10.6,0.634,0.0,0.1,0.0,6.7,10.6,0.638,0.634,3.0,4.1,0.742,3.2,7.4,0.7664233576642336,0.24770642201834864,0.3333333333333333,0.3055555555555556,1.6,1.9,0.47550432276657056,DPOY-10,2024,0.5348819587566658
56.0,Zach LaVine,28.0,CHI,SG,25.0,23.0,0.9232804232804233,6.8,15.0,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,0.3795620437956205,0.35779816513761464,0.38095238095238093,0.08333333333333333,2.1,2.3,0.5619596541786743,,2024,0.5342078997205106
54.0,Mikal Bridges,27.0,BRK,SF,82.0,82.0,0.9206349206349206,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,0.3284671532846716,0.3302752293577982,0.47619047619047616,0.11111111111111112,2.0,1.4,0.5648414985590778,,2024,0.533807469193635
63.0,Bradley Beal,30.0,PHO,SG,53.0,53.0,0.8809523809523809,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1.0,3.4,0.3211678832116789,0.4587155963302752,0.47619047619047616,0.1388888888888889,2.5,2.4,0.5244956772334294,,2024,0.5313099772169616
87.0,Evan Mobley,22.0,CLE,PF,50.0,50.0,0.8095238095238096,6.4,11.0,0.58,0.4,1.2,0.373,6.0,9.9,0.604,0.6,2.5,3.4,0.719,2.2,7.1,0.6861313868613139,0.29357798165137616,0.42857142857142855,0.38888888888888884,1.8,2.7,0.4524495677233429,,2024,0.5295201031864228
57.0,Devin Vassell,23.0,SAS,SG,68.0,62.0,0.8756613756613758,7.3,15.5,0.472,2.4,6.6,0.372,4.9,9.0,0.544,0.55,2.4,3.0,0.801,0.4,3.4,0.2773722627737226,0.37614678899082565,0.5238095238095238,0.08333333333333333,1.6,1.1,0.5619596541786743,,2024,0.5263936309071124
49.0,Kristaps PorziÅÄ£is,28.0,BOS,C,57.0,57.0,0.7830687830687831,6.8,13.2,0.516,1.9,5.1,0.375,4.9,8.1,0.606,0.589,4.5,5.3,0.858,1.7,5.5,0.5255474452554745,0.18348623853211007,0.3333333333333333,0.5277777777777778,1.6,2.7,0.579250720461095,,2024,0.5254287835654998
65.0,D'Angelo Russell,27.0,LAL,PG,76.0,69.0,0.8650793650793652,6.5,14.2,0.456,3.0,7.2,0.415,3.5,7.0,0.497,0.56,2.1,2.5,0.828,0.4,2.7,0.22627737226277375,0.5779816513761468,0.42857142857142855,0.1388888888888889,2.1,2.1,0.5187319884726225,,2024,0.5250125098287163
61.0,Jalen Williams,22.0,OKC,PF,71.0,71.0,0.8280423280423281,7.5,14.0,0.54,1.5,3.4,0.427,6.1,10.6,0.576,0.592,2.5,3.1,0.814,0.5,3.5,0.29197080291970806,0.4128440366972477,0.5238095238095238,0.16666666666666666,1.7,2.5,0.5504322766570605,CPOY-12,2024,0.5246962740952659
71.0,Tobias Harris,31.0,PHI,PF,70.0,70.0,0.8941798941798942,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3.0,0.878,1.1,5.3,0.4744525547445256,0.28440366972477066,0.47619047619047616,0.19444444444444442,1.3,1.6,0.49567723342939474,,2024,0.5234927140479313
43.0,Jerami Grant,29.0,POR,PF,54.0,54.0,0.8968253968253969,7.1,15.7,0.451,2.1,5.1,0.402,5.0,10.6,0.474,0.516,4.7,5.8,0.817,0.7,2.9,0.25547445255474455,0.2568807339449541,0.38095238095238093,0.16666666666666666,2.1,2.2,0.6051873198847262,,2024,0.5144624907282597
55.0,Jalen Green,21.0,HOU,SG,82.0,82.0,0.8386243386243387,6.9,16.2,0.423,2.5,7.4,0.332,4.4,8.9,0.498,0.498,3.5,4.3,0.804,0.5,4.7,0.3795620437956205,0.3211009174311926,0.38095238095238093,0.08333333333333333,2.3,1.4,0.5648414985590778,,2024,0.5127807411664717
95.0,Derrick White,29.0,BOS,SG,73.0,73.0,0.8624338624338626,5.3,11.5,0.461,2.7,6.8,0.396,2.6,4.7,0.555,0.578,1.9,2.1,0.901,0.7,3.5,0.30656934306569344,0.47706422018348627,0.47619047619047616,0.3333333333333333,1.5,2.1,0.4380403458213256,DPOY-8,2024,0.5076316422973277
47.0,RJ Barrett,23.0,2TM,SG,58.0,58.0,0.8386243386243387,7.5,15.2,0.495,1.6,4.3,0.36,6.0,10.9,0.549,0.547,3.6,5.0,0.715,0.9,4.5,0.3941605839416059,0.3027522935779816,0.23809523809523808,0.11111111111111112,2.2,2.2,0.5821325648414984,,2024,0.5053732764124097
35.0,Cam Thomas,22.0,BRK,SG,66.0,51.0,0.8306878306878307,8.0,18.0,0.442,2.2,6.0,0.364,5.8,12.0,0.481,0.503,4.3,5.1,0.856,0.4,2.8,0.23357664233576644,0.2660550458715596,0.3333333333333333,0.05555555555555556,1.9,2.1,0.648414985590778,,2024,0.5041386754365484
80.0,Chet Holmgren,21.0,OKC,C,82.0,82.0,0.7777777777777778,6.2,11.6,0.53,1.6,4.3,0.37,4.6,7.4,0.623,0.598,2.7,3.4,0.793,1.6,6.3,0.5766423357664234,0.2201834862385321,0.2857142857142857,0.6388888888888888,1.6,2.4,0.47550432276657056,ROY-2,2024,0.5020218148404716
103.0,Marcus Smart,29.0,MEM,PG,20.0,20.0,0.8015873015873016,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,0.19708029197080296,0.39449541284403666,1.0,0.08333333333333333,3.1,2.7,0.4178674351585014,,2024,0.49947408501182844
